0 -0.310948 -0.396855
0.0349066 -0.350174 -0.39297
0.0698132 -0.389247 -0.388391
0.10472 -0.427863 -0.383118
0.139626 -0.465698 -0.377145
0.174533 -0.502415 -0.370457
0.20944 -0.537679 -0.363029
0.244346 -0.571168 -0.354833
0.279253 -0.60258 -0.345834
0.314159 -0.631647 -0.335998
0.349066 -0.658133 -0.325291
0.383972 -0.68185 -0.313687
0.418879 -0.702651 -0.301167
0.453786 -0.720437 -0.287723
0.488692 -0.735156 -0.27336
0.523599 -0.7468 -0.258096
0.558505 -0.755405 -0.241966
0.593412 -0.761044 -0.225014
0.628319 -0.763825 -0.207303
0.663225 -0.763887 -0.188902
0.698132 -0.761389 -0.169893
0.733038 -0.756512 -0.150365
0.767945 -0.74945 -0.130412
0.802851 -0.740403 -0.110129
0.837758 -0.729576 -0.0896154
0.872665 -0.717172 -0.0689666
0.907571 -0.703391 -0.0482764
0.942478 -0.688424 -0.0276338
0.977384 -0.672453 -0.00712269
1.01229 -0.655649 0.0131797
1.0472 -0.638169 0.033203
1.0821 -0.620157 0.0528837
1.11701 -0.601744 0.0721662
1.15192 -0.583044 0.0910016
1.18682 -0.564162 0.109348
1.22173 -0.545186 0.127171
1.25664 -0.526194 0.144442
1.29154 -0.507252 0.161138
1.32645 -0.488414 0.17724
1.36136 -0.469727 0.192736
1.39626 -0.451227 0.207617
1.43117 -0.432943 0.221878
1.46608 -0.414897 0.235517
1.50098 -0.397104 0.248536
1.53589 -0.379574 0.260936
1.5708 -0.362314 0.272725
1.6057 -0.345324 0.283907
1.64061 -0.328601 0.294493
1.67552 -0.312142 0.304491
1.71042 -0.295938 0.313911
1.74533 -0.279979 0.322765
1.78024 -0.264254 0.331064
1.81514 -0.248751 0.33882
1.85005 -0.233455 0.346045
1.88496 -0.218351 0.352752
1.91986 -0.203425 0.358952
1.95477 -0.18866 0.36466
1.98968 -0.174041 0.369887
2.02458 -0.159552 0.374646
2.05949 -0.145178 0.37895
2.0944 -0.130903 0.382812
2.1293 -0.116711 0.386245
2.16421 -0.10259 0.389262
2.19911 -0.088524 0.391877
2.23402 -0.0745011 0.394103
2.26893 -0.0605087 0.395954
2.30383 -0.0465355 0.397445
2.33874 -0.032571 0.39859
2.37365 -0.0186058 0.399403
2.40855 -0.00463143 0.399902
2.44346 0.00935939 0.400101
2.47837 0.0233729 0.400017
2.51327 0.0374144 0.399667
2.54818 0.0514879 0.399069
2.58309 0.0655965 0.398241
2.61799 0.0797424 0.397202
2.6529 0.093927 0.395969
2.68781 0.108151 0.394562
2.72271 0.122413 0.393001
2.75762 0.136714 0.391304
2.79253 0.151052 0.389489
2.82743 0.165425 0.387576
2.86234 0.179832 0.385582
2.89725 0.194271 0.383524
2.93215 0.20874 0.381417
2.96706 0.223238 0.379275
3.00197 0.237763 0.377111
3.03687 0.252312 0.374935
3.07178 0.266886 0.372756
3.10669 0.28148 0.37058
3.14159 0.296095 0.368411
3.1765 0.310727 0.36625
3.21141 0.325373 0.364096
3.24631 0.340028 0.361944
3.28122 0.354689 0.359788
3.31613 0.369348 0.357618
3.35103 0.383998 0.355423
3.38594 0.398627 0.353189
3.42085 0.413224 0.3509
3.45575 0.427776 0.348537
3.49066 0.442264 0.346081
3.52557 0.456671 0.34351
3.56047 0.470975 0.340802
3.59538 0.485152 0.337934
3.63028 0.499178 0.334881
3.66519 0.513023 0.331619
3.7001 0.526659 0.328123
3.735 0.540054 0.324369
3.76991 0.553175 0.320333
3.80482 0.56599 0.315992
3.83972 0.578462 0.311322
3.87463 0.590558 0.306303
3.90954 0.602241 0.300914
3.94444 0.613477 0.295137
3.97935 0.62423 0.288955
4.01426 0.634468 0.282352
4.04916 0.644155 0.275315
4.08407 0.65326 0.267832
4.11898 0.661752 0.259895
4.15388 0.669601 0.251495
4.18879 0.676781 0.242629
4.2237 0.683264 0.233293
4.2586 0.689028 0.223487
4.29351 0.694051 0.213213
4.32842 0.698312 0.202475
4.36332 0.701795 0.191279
4.39823 0.704483 0.179633
4.43314 0.706365 0.167549
4.46804 0.707428 0.155039
4.50295 0.707664 0.142118
4.53786 0.707066 0.128802
4.57276 0.705629 0.115111
4.60767 0.70335 0.101065
4.64258 0.700229 0.0866864
4.67748 0.696266 0.0719985
4.71239 0.691463 0.0570268
4.7473 0.685825 0.0417984
4.7822 0.679355 0.0263411
4.81711 0.672062 0.0106845
4.85202 0.663952 -0.0051412
4.88692 0.655033 -0.0211044
4.92183 0.645316 -0.0371728
4.95674 0.634809 -0.0533132
4.99164 0.623524 -0.0694919
5.02655 0.611471 -0.0856744
5.06145 0.598662 -0.101826
5.09636 0.585107 -0.117911
5.13127 0.570817 -0.133894
5.16617 0.555803 -0.149739
5.20108 0.540075 -0.16541
5.23599 0.523643 -0.180872
5.27089 0.506516 -0.196089
5.3058 0.488701 -0.211025
5.34071 0.470205 -0.225644
5.37561 0.451033 -0.239912
5.41052 0.43119 -0.253795
5.44543 0.410677 -0.267257
5.48033 0.389494 -0.280266
5.51524 0.36764 -0.292789
5.55015 0.345109 -0.304794
5.58505 0.321897 -0.316249
5.61996 0.297991 -0.327125
5.65487 0.273382 -0.337393
5.68977 0.248051 -0.347025
5.72468 0.221982 -0.355994
5.75959 0.195152 -0.364275
5.79449 0.167537 -0.371847
5.8294 0.139109 -0.378686
5.86431 0.109839 -0.384775
5.89921 0.0796977 -0.390098
5.93412 0.0486552 -0.39464
5.96903 0.0166847 -0.398392
6.00393 -0.016235 -0.401347
6.03884 -0.0501161 -0.403503
6.07375 -0.0849568 -0.404861
6.10865 -0.120737 -0.405428
6.14356 -0.15741 -0.405215
6.17847 -0.1949 -0.404234
6.21337 -0.233096 -0.402502
6.24828 -0.271843 -0.400037
6.28319 -0.310948 -0.396855
